>Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1-1 (tRNAscan-SE ID: chr.trna9) chr:780554-780629 (+) Lys (TTT) 76 bp Sc: 94.9
>Danio_rerio_tRNA-Leu-CAG-5-1 (tRNAscan-SE ID: chr4.trna122) Leu (CAG) 83 bp Sc: 77.3 chr4:30700944-30701026 (+)
>Danio_rerio_tRNA-Leu-CAG-5-10 (tRNAscan-SE ID: chr4.trna891) Leu (CAG) 83 bp Sc: 77.3 chr4:36749184-36749266 (+)
>Danio_rerio_tRNA-Leu-CAG-5-11 (tRNAscan-SE ID: chr4.trna893) Leu (CAG) 83 bp Sc: 77.3 chr4:36752941-36753023 (+)
>Danio_rerio_tRNA-Leu-CAG-5-12 (tRNAscan-SE ID: chr4.trna895) Leu (CAG) 83 bp Sc: 77.3 chr4:36757562-36757644 (+)
>Danio_rerio_tRNA-Leu-CAG-5-13 (tRNAscan-SE ID: chr4.trna896) Leu (CAG) 83 bp Sc: 77.3 chr4:36759441-36759523 (+)
>Danio_rerio_tRNA-Leu-CAG-5-14 (tRNAscan-SE ID: chr4.trna11127) Leu (CAG) 83 bp Sc: 77.3 chr4:37728354-37728436 (-)
>Danio_rerio_tRNA-Leu-CAG-5-15 (tRNAscan-SE ID: chr4.trna1333) Leu (CAG) 83 bp Sc: 77.3 chr4:38244962-38245044 (+)
>Danio_rerio_tRNA-Leu-CAG-5-16 (tRNAscan-SE ID: chr4.trna1334) Leu (CAG) 83 bp Sc: 77.3 chr4:38247702-38247784 (+)
>Danio_rerio_tRNA-Leu-CAG-5-17 (tRNAscan-SE ID: chr4.trna10652) Leu (CAG) 83 bp Sc: 77.3 chr4:39546446-39546528 (-)
>Danio_rerio_tRNA-Leu-CAG-5-18 (tRNAscan-SE ID: chr4.trna10651) Leu (CAG) 83 bp Sc: 77.3 chr4:39549192-39549274 (-)
>Danio_rerio_tRNA-Leu-CAG-5-19 (tRNAscan-SE ID: chr4.trna10650) Leu (CAG) 83 bp Sc: 77.3 chr4:39551938-39552020 (-)
>Danio_rerio_tRNA-Leu-CAG-5-2 (tRNAscan-SE ID: chr4.trna134) Leu (CAG) 83 bp Sc: 77.3 chr4:30908584-30908666 (+)
>Danio_rerio_tRNA-Leu-CAG-5-20 (tRNAscan-SE ID: chr4.trna1622) Leu (CAG) 83 bp Sc: 77.3 chr4:40928756-40928838 (+)
>Danio_rerio_tRNA-Leu-CAG-5-21 (tRNAscan-SE ID: chr4.trna1795) Leu (CAG) 83 bp Sc: 77.3 chr4:42473646-42473728 (+)
>Danio_rerio_tRNA-Leu-CAG-5-22 (tRNAscan-SE ID: chr4.trna2267) Leu (CAG) 83 bp Sc: 77.3 chr4:46493187-46493269 (+)
>Danio_rerio_tRNA-Leu-CAG-5-23 (tRNAscan-SE ID: chr4.trna2268) Leu (CAG) 83 bp Sc: 77.3 chr4:46495846-46495928 (+)
>Danio_rerio_tRNA-Leu-CAG-5-24 (tRNAscan-SE ID: chr4.trna2269) Leu (CAG) 83 bp Sc: 77.3 chr4:46498506-46498588 (+)
>Danio_rerio_tRNA-Leu-CAG-5-25 (tRNAscan-SE ID: chr4.trna2553) Leu (CAG) 83 bp Sc: 77.3 chr4:47200310-47200392 (+)
>Danio_rerio_tRNA-Leu-CAG-5-26 (tRNAscan-SE ID: chr4.trna2554) Leu (CAG) 83 bp Sc: 77.3 chr4:47203043-47203125 (+)
>Danio_rerio_tRNA-Leu-CAG-5-27 (tRNAscan-SE ID: chr4.trna2555) Leu (CAG) 83 bp Sc: 77.3 chr4:47205776-47205858 (+)
>Danio_rerio_tRNA-Leu-CAG-5-28 (tRNAscan-SE ID: chr4.trna2672) Leu (CAG) 83 bp Sc: 77.3 chr4:48190837-48190919 (+)
>Danio_rerio_tRNA-Leu-CAG-5-29 (tRNAscan-SE ID: chr4.trna9559) Leu (CAG) 83 bp Sc: 77.3 chr4:48451290-48451372 (-)
>Danio_rerio_tRNA-Leu-CAG-5-3 (tRNAscan-SE ID: chr4.trna12090) Leu (CAG) 83 bp Sc: 77.3 chr4:32218716-32218798 (-)
>Danio_rerio_tRNA-Leu-CAG-5-30 (tRNAscan-SE ID: chr4.trna9558) Leu (CAG) 83 bp Sc: 77.3 chr4:48454029-48454111 (-)
>Danio_rerio_tRNA-Leu-CAG-5-31 (tRNAscan-SE ID: chr4.trna2754) Leu (CAG) 83 bp Sc: 77.3 chr4:48989993-48990075 (+)
>Danio_rerio_tRNA-Leu-CAG-5-32 (tRNAscan-SE ID: chr4.trna9298) Leu (CAG) 83 bp Sc: 77.3 chr4:49743182-49743264 (-)
>Danio_rerio_tRNA-Leu-CAG-5-33 (tRNAscan-SE ID: chr4.trna9193) Leu (CAG) 83 bp Sc: 77.3 chr4:50213233-50213315 (-)
>Danio_rerio_tRNA-Leu-CAG-5-34 (tRNAscan-SE ID: chr4.trna9116) Leu (CAG) 83 bp Sc: 77.3 chr4:50906729-50906811 (-)
>Danio_rerio_tRNA-Leu-CAG-5-35 (tRNAscan-SE ID: chr4.trna3051) Leu (CAG) 83 bp Sc: 77.3 chr4:51105965-51106047 (+)
>Danio_rerio_tRNA-Leu-CAG-5-36 (tRNAscan-SE ID: chr4.trna3052) Leu (CAG) 83 bp Sc: 77.3 chr4:51108707-51108789 (+)
>Danio_rerio_tRNA-Leu-CAG-5-37 (tRNAscan-SE ID: chr4.trna9030) Leu (CAG) 83 bp Sc: 77.3 chr4:51708145-51708227 (-)
>Danio_rerio_tRNA-Leu-CAG-5-38 (tRNAscan-SE ID: chr4.trna8923) Leu (CAG) 83 bp Sc: 77.3 chr4:52574119-52574201 (-)
>Danio_rerio_tRNA-Leu-CAG-5-39 (tRNAscan-SE ID: chr4.trna8922) Leu (CAG) 83 bp Sc: 77.3 chr4:52576793-52576875 (-)
>Danio_rerio_tRNA-Leu-CAG-5-4 (tRNAscan-SE ID: chr4.trna12078) Leu (CAG) 83 bp Sc: 77.3 chr4:32251596-32251678 (-)
>Danio_rerio_tRNA-Leu-CAG-5-40 (tRNAscan-SE ID: chr4.trna8921) Leu (CAG) 83 bp Sc: 77.3 chr4:52579500-52579582 (-)
>Danio_rerio_tRNA-Leu-CAG-5-41 (tRNAscan-SE ID: chr4.trna8193) Leu (CAG) 83 bp Sc: 77.3 chr4:56452806-56452888 (-)
>Danio_rerio_tRNA-Leu-CAG-5-42 (tRNAscan-SE ID: chr4.trna8094) Leu (CAG) 83 bp Sc: 77.3 chr4:57771791-57771873 (-)
>Danio_rerio_tRNA-Leu-CAG-5-43 (tRNAscan-SE ID: chr4.trna8093) Leu (CAG) 83 bp Sc: 77.3 chr4:57775594-57775676 (-)
>Danio_rerio_tRNA-Leu-CAG-5-44 (tRNAscan-SE ID: chr4.trna4083) Leu (CAG) 83 bp Sc: 77.3 chr4:57974961-57975043 (+)
>Danio_rerio_tRNA-Leu-CAG-5-45 (tRNAscan-SE ID: chr4.trna4084) Leu (CAG) 83 bp Sc: 77.3 chr4:57977309-57977391 (+)
>Danio_rerio_tRNA-Leu-CAG-5-46 (tRNAscan-SE ID: chr4.trna6785) Leu (CAG) 83 bp Sc: 77.3 chr4:64783535-64783617 (-)
>Danio_rerio_tRNA-Leu-CAG-5-47 (tRNAscan-SE ID: chr4.trna6713) Leu (CAG) 83 bp Sc: 77.3 chr4:65222206-65222288 (-)
>Danio_rerio_tRNA-Leu-CAG-5-48 (tRNAscan-SE ID: chr4.trna6712) Leu (CAG) 83 bp Sc: 77.3 chr4:65224946-65225028 (-)
>Danio_rerio_tRNA-Leu-CAG-5-49 (tRNAscan-SE ID: chr4.trna6710) Leu (CAG) 83 bp Sc: 77.3 chr4:65230426-65230508 (-)
>Danio_rerio_tRNA-Leu-CAG-5-5 (tRNAscan-SE ID: chr4.trna338) Leu (CAG) 83 bp Sc: 77.3 chr4:32699932-32700014 (+)
>Danio_rerio_tRNA-Leu-CAG-5-50 (tRNAscan-SE ID: chr4.trna6709) Leu (CAG) 83 bp Sc: 77.3 chr4:65233166-65233248 (-)
>Danio_rerio_tRNA-Leu-CAG-5-51 (tRNAscan-SE ID: chr4.trna5747) Leu (CAG) 83 bp Sc: 77.3 chr4:68066543-68066625 (+)
>Danio_rerio_tRNA-Leu-CAG-5-52 (tRNAscan-SE ID: chr4.trna5748) Leu (CAG) 83 bp Sc: 77.3 chr4:68069283-68069365 (+)
>Danio_rerio_tRNA-Leu-CAG-5-53 (tRNAscan-SE ID: chr4.trna5975) Leu (CAG) 83 bp Sc: 77.3 chr4:69114708-69114790 (+)
>Danio_rerio_tRNA-Leu-CAG-5-54 (tRNAscan-SE ID: chr4.trna6073) Leu (CAG) 83 bp Sc: 77.3 chr4:69538905-69538987 (+)
>Danio_rerio_tRNA-Leu-CAG-5-55 (tRNAscan-SE ID: chr17.trna267) Leu (CAG) 83 bp Sc: 77.3 chr17:6271727-6271809 (-)
>Danio_rerio_tRNA-Leu-CAG-5-56 (tRNAscan-SE ID: chr17.trna266) Leu (CAG) 83 bp Sc: 77.3 chr17:6273932-6274014 (-)
>Danio_rerio_tRNA-Leu-CAG-5-57 (tRNAscan-SE ID: chr17.trna265) Leu (CAG) 83 bp Sc: 77.3 chr17:6275502-6275584 (-)
>Danio_rerio_tRNA-Leu-CAG-5-58 (tRNAscan-SE ID: chr20.trna399) Leu (CAG) 83 bp Sc: 77.3 chr20:42561764-42561846 (-)
>Danio_rerio_tRNA-Leu-CAG-5-59 (tRNAscan-SE ID: chrUn_KN147637v2.trna8) Leu (CAG) 83 bp Sc: 77.3 chrUn_KN147637v2:18062-18144 (+)
>Danio_rerio_tRNA-Leu-CAG-5-6 (tRNAscan-SE ID: chr4.trna11947) Leu (CAG) 83 bp Sc: 77.3 chr4:33388013-33388095 (-)
>Danio_rerio_tRNA-Leu-CAG-5-60 (tRNAscan-SE ID: chrUn_KN147652v2.trna49) Leu (CAG) 83 bp Sc: 77.3 chrUn_KN147652v2:149917-149999 (-)
>Danio_rerio_tRNA-Leu-CAG-5-61 (tRNAscan-SE ID: chrUn_KN149691v1.trna177) Leu (CAG) 83 bp Sc: 77.3 chrUn_KN149691v1:30012-30094 (-)
>Danio_rerio_tRNA-Leu-CAG-5-62 (tRNAscan-SE ID: chrUn_KN150372v1.trna1) Leu (CAG) 83 bp Sc: 77.3 chrUn_KN150372v1:1053-1135 (+)
>Danio_rerio_tRNA-Leu-CAG-5-63 (tRNAscan-SE ID: chrUn_KN150372v1.trna2) Leu (CAG) 83 bp Sc: 77.3 chrUn_KN150372v1:3657-3739 (+)
>Danio_rerio_tRNA-Leu-CAG-5-7 (tRNAscan-SE ID: chr4.trna11743) Leu (CAG) 83 bp Sc: 77.3 chr4:35073698-35073780 (-)
>Danio_rerio_tRNA-Leu-CAG-5-8 (tRNAscan-SE ID: chr4.trna11646) Leu (CAG) 83 bp Sc: 77.3 chr4:35832073-35832155 (-)
>Danio_rerio_tRNA-Leu-CAG-5-9 (tRNAscan-SE ID: chr4.trna890) Leu (CAG) 83 bp Sc: 77.3 chr4:36746442-36746524 (+)
>Danio_rerio_tRNA-Leu-CAG-50-1 (tRNAscan-SE ID: chrUn_KN147651v2.trna127) Leu (CAG) 83 bp Sc: 69.1 chrUn_KN147651v2:254437-254519 (-)
>Danio_rerio_tRNA-Leu-CAG-51-1 (tRNAscan-SE ID: chr4.trna8194) Leu (CAG) 83 bp Sc: 69.2 chr4:56450053-56450135 (-)
>Danio_rerio_tRNA-Leu-CAG-52-1 (tRNAscan-SE ID: chr4.trna11262) Leu (CAG) 83 bp Sc: 70.8 chr4:37343566-37343648 (-)
>Danio_rerio_tRNA-Leu-CAG-53-1 (tRNAscan-SE ID: chr4.trna6072) Leu (CAG) 83 bp Sc: 67.9 chr4:69536162-69536244 (+)
>Danio_rerio_tRNA-Leu-CAG-54-1 (tRNAscan-SE ID: chr4.trna4912) Leu (CAG) 83 bp Sc: 66.4 chr4:61967277-61967359 (+)
>Danio_rerio_tRNA-Leu-CAG-55-1 (tRNAscan-SE ID: chr4.trna2755) Leu (CAG) 83 bp Sc: 69.1 chr4:48994079-48994161 (+)
>Danio_rerio_tRNA-Leu-CAG-56-1 (tRNAscan-SE ID: chr4.trna7902) Leu (CAG) 83 bp Sc: 68.1 chr4:58995411-58995493 (-)
>Danio_rerio_tRNA-Leu-CAG-57-1 (tRNAscan-SE ID: chr4.trna6410) Leu (CAG) 83 bp Sc: 70.2 chr4:68105886-68105968 (-)
>Danio_rerio_tRNA-Leu-CAG-58-1 (tRNAscan-SE ID: chrUn_KN147636v1.trna74) Leu (CAG) 83 bp Sc: 70.9 chrUn_KN147636v1:50690-50772 (-)
>Danio_rerio_tRNA-Leu-CAG-59-1 (tRNAscan-SE ID: chr4.trna10260) Leu (CAG) 83 bp Sc: 67.8 chr4:43023689-43023771 (-)
>Danio_rerio_tRNA-Leu-CAG-6-1 (tRNAscan-SE ID: chr4.trna1002) Leu (CAG) 83 bp Sc: 76.2 chr4:37160117-37160199 (+)
>Danio_rerio_tRNA-Leu-CAG-6-2 (tRNAscan-SE ID: chr4.trna10653) Leu (CAG) 83 bp Sc: 76.2 chr4:39543700-39543782 (-)
>Danio_rerio_tRNA-Leu-CAG-60-1 (tRNAscan-SE ID: chr4.trna3274) Leu (CAG) 83 bp Sc: 70.9 chr4:52259661-52259743 (+)
>Danio_rerio_tRNA-Leu-CAG-61-1 (tRNAscan-SE ID: chr4.trna135) Leu (CAG) 83 bp Sc: 69.0 chr4:30917541-30917623 (+)
>Danio_rerio_tRNA-Leu-CAG-62-1 (tRNAscan-SE ID: chr4.trna2164) Leu (CAG) 83 bp Sc: 65.4 chr4:44935610-44935692 (+)
>Danio_rerio_tRNA-Leu-CAG-63-1 (tRNAscan-SE ID: chr4.trna2271) Leu (CAG) 83 bp Sc: 66.6 chr4:46504898-46504980 (+)
>Danio_rerio_tRNA-Leu-CAG-64-1 (tRNAscan-SE ID: chr4.trna11681) Leu (CAG) 83 bp Sc: 66.9 chr4:35520625-35520707 (-)
>Danio_rerio_tRNA-Leu-CAG-64-2 (tRNAscan-SE ID: chr4.trna1335) Leu (CAG) 83 bp Sc: 66.9 chr4:38403911-38403993 (+)
>Danio_rerio_tRNA-Leu-CAG-65-1 (tRNAscan-SE ID: chr4.trna5964) Leu (CAG) 83 bp Sc: 64.2 chr4:69039422-69039504 (+)
>Danio_rerio_tRNA-Leu-CAG-66-1 (tRNAscan-SE ID: chr4.trna9822) Leu (CAG) 83 bp Sc: 64.8 chr4:46629062-46629144 (-)
>Danio_rerio_tRNA-Leu-CAG-66-2 (tRNAscan-SE ID: chr4.trna4918) Leu (CAG) 83 bp Sc: 64.8 chr4:61984391-61984473 (+)
>Danio_rerio_tRNA-Leu-CAG-67-1 (tRNAscan-SE ID: chr4.trna2155) Leu (CAG) 83 bp Sc: 65.3 chr4:44927366-44927448 (+)
>Danio_rerio_tRNA-Leu-CAG-67-2 (tRNAscan-SE ID: chr4.trna2160) Leu (CAG) 83 bp Sc: 65.3 chr4:44931638-44931720 (+)
>Danio_rerio_tRNA-Leu-CAG-67-3 (tRNAscan-SE ID: chr4.trna2163) Leu (CAG) 83 bp Sc: 65.3 chr4:44934755-44934837 (+)
>Danio_rerio_tRNA-Leu-CAG-67-4 (tRNAscan-SE ID: chr4.trna2167) Leu (CAG) 83 bp Sc: 65.3 chr4:44938175-44938257 (+)
>Danio_rerio_tRNA-Leu-CAG-68-1 (tRNAscan-SE ID: chr4.trna12188) Leu (CAG) 83 bp Sc: 71.7 chr4:31508504-31508586 (-)
>Danio_rerio_tRNA-Leu-CAG-69-1 (tRNAscan-SE ID: chr4.trna10648) Leu (CAG) 83 bp Sc: 67.3 chr4:39556202-39556284 (-)
>Danio_rerio_tRNA-Leu-CAG-7-1 (tRNAscan-SE ID: chr4.trna4373) Leu (CAG) 83 bp Sc: 72.7 chr4:59021820-59021902 (+)
>Danio_rerio_tRNA-Leu-CAG-70-1 (tRNAscan-SE ID: chr4.trna4089) Leu (CAG) 83 bp Sc: 67.1 chr4:58072369-58072451 (+)
>Danio_rerio_tRNA-Leu-CAG-71-1 (tRNAscan-SE ID: chr4.trna4916) Leu (CAG) 83 bp Sc: 68.8 chr4:61971250-61971332 (+)
>Danio_rerio_tRNA-Leu-CAG-72-1 (tRNAscan-SE ID: chr4.trna7906) Leu (CAG) 83 bp Sc: 69.6 chr4:58990999-58991081 (-)
>Danio_rerio_tRNA-Leu-CAG-73-1 (tRNAscan-SE ID: chr4.trna11188) Leu (CAG) 83 bp Sc: 65.3 chr4:37548191-37548273 (-)
>Danio_rerio_tRNA-Leu-CAG-74-1 (tRNAscan-SE ID: chr4.trna8976) Leu (CAG) 83 bp Sc: 74.0 chr4:52316761-52316843 (-)
>Danio_rerio_tRNA-Leu-CAG-75-1 (tRNAscan-SE ID: chr4.trna9978) Leu (CAG) 83 bp Sc: 63.0 chr4:44418035-44418117 (-)
>Danio_rerio_tRNA-Leu-CAG-76-1 (tRNAscan-SE ID: chr4.trna10506) Leu (CAG) 83 bp Sc: 66.1 chr4:40424760-40424842 (-)
>Danio_rerio_tRNA-Leu-CAG-77-1 (tRNAscan-SE ID: chr4.trna9192) Leu (CAG) 83 bp Sc: 61.7 chr4:50227473-50227555 (-)
>Danio_rerio_tRNA-Leu-CAG-78-1 (tRNAscan-SE ID: chr4.trna4910) Leu (CAG) 83 bp Sc: 65.2 chr4:61965289-61965371 (+)
>Danio_rerio_tRNA-Leu-CAG-78-2 (tRNAscan-SE ID: chr4.trna4917) Leu (CAG) 83 bp Sc: 65.2 chr4:61972105-61972187 (+)
>Danio_rerio_tRNA-Leu-CAG-78-3 (tRNAscan-SE ID: chrUn_KN147632v2.trna74) Leu (CAG) 83 bp Sc: 65.2 chrUn_KN147632v2:66164-66246 (-)
>Danio_rerio_tRNA-Leu-CAG-79-1 (tRNAscan-SE ID: chr4.trna8978) Leu (CAG) 83 bp Sc: 71.8 chr4:52315053-52315135 (-)
>Danio_rerio_tRNA-Leu-CAG-8-1 (tRNAscan-SE ID: chr4.trna10357) Leu (CAG) 83 bp Sc: 76.8 chr4:41914171-41914253 (-)
>Danio_rerio_tRNA-Leu-CAG-80-1 (tRNAscan-SE ID: chr4.trna9823) Leu (CAG) 83 bp Sc: 66.9 chr4:46628207-46628289 (-)
>Danio_rerio_tRNA-Leu-CAG-81-1 (tRNAscan-SE ID: chrUn_KN150605v1.trna9) Leu (CAG) 83 bp Sc: 63.7 chrUn_KN150605v1:20177-20259 (+)
>Danio_rerio_tRNA-Leu-CAG-82-1 (tRNAscan-SE ID: chr4.trna9328) Leu (CAG) 83 bp Sc: 63.7 chr4:49454733-49454815 (-)
>Danio_rerio_tRNA-Leu-CAG-82-2 (tRNAscan-SE ID: chr4.trna9297) Leu (CAG) 83 bp Sc: 63.7 chr4:49745924-49746006 (-)
>Danio_rerio_tRNA-Leu-CAG-82-3 (tRNAscan-SE ID: chr4.trna3608) Leu (CAG) 83 bp Sc: 63.7 chr4:54761291-54761373 (+)
>Danio_rerio_tRNA-Leu-CAG-83-1 (tRNAscan-SE ID: chr4.trna10097) Leu (CAG) 83 bp Sc: 68.3 chr4:43957709-43957791 (-)
>Danio_rerio_tRNA-Leu-CAG-83-2 (tRNAscan-SE ID: chr4.trna10096) Leu (CAG) 83 bp Sc: 68.3 chr4:43959711-43959793 (-)
>Danio_rerio_tRNA-Leu-CAG-84-1 (tRNAscan-SE ID: chr4.trna11914) Leu (CAG) 82 bp Sc: 60.2 chr4:34097179-34097260 (-)
>Danio_rerio_tRNA-Leu-CAG-85-1 (tRNAscan-SE ID: chr4.trna12089) Leu (CAG) 83 bp Sc: 69.3 chr4:32221456-32221538 (-)
>Danio_rerio_tRNA-Leu-CAG-85-10 (tRNAscan-SE ID: chr4.trna12080) Leu (CAG) 83 bp Sc: 69.3 chr4:32246116-32246198 (-)
>Danio_rerio_tRNA-Leu-CAG-85-11 (tRNAscan-SE ID: chr4.trna12079) Leu (CAG) 83 bp Sc: 69.3 chr4:32248856-32248938 (-)
>Danio_rerio_tRNA-Leu-CAG-85-12 (tRNAscan-SE ID: chr4.trna12077) Leu (CAG) 83 bp Sc: 69.3 chr4:32254336-32254418 (-)
>Danio_rerio_tRNA-Leu-CAG-85-2 (tRNAscan-SE ID: chr4.trna12088) Leu (CAG) 83 bp Sc: 69.3 chr4:32224196-32224278 (-)
>Danio_rerio_tRNA-Leu-CAG-85-3 (tRNAscan-SE ID: chr4.trna12087) Leu (CAG) 83 bp Sc: 69.3 chr4:32226936-32227018 (-)
>Danio_rerio_tRNA-Leu-CAG-85-4 (tRNAscan-SE ID: chr4.trna12086) Leu (CAG) 83 bp Sc: 69.3 chr4:32229676-32229758 (-)
>Danio_rerio_tRNA-Leu-CAG-85-5 (tRNAscan-SE ID: chr4.trna12085) Leu (CAG) 83 bp Sc: 69.3 chr4:32232416-32232498 (-)
>Danio_rerio_tRNA-Leu-CAG-85-6 (tRNAscan-SE ID: chr4.trna12084) Leu (CAG) 83 bp Sc: 69.3 chr4:32235156-32235238 (-)
>Danio_rerio_tRNA-Leu-CAG-85-7 (tRNAscan-SE ID: chr4.trna12083) Leu (CAG) 83 bp Sc: 69.3 chr4:32237896-32237978 (-)
>Danio_rerio_tRNA-Leu-CAG-85-8 (tRNAscan-SE ID: chr4.trna12082) Leu (CAG) 83 bp Sc: 69.3 chr4:32240636-32240718 (-)
>Danio_rerio_tRNA-Leu-CAG-85-9 (tRNAscan-SE ID: chr4.trna12081) Leu (CAG) 83 bp Sc: 69.3 chr4:32243376-32243458 (-)
>Danio_rerio_tRNA-Leu-CAG-86-1 (tRNAscan-SE ID: chr4.trna9031) Leu (CAG) 83 bp Sc: 67.7 chr4:51706269-51706351 (-)
>Danio_rerio_tRNA-Leu-CAG-86-2 (tRNAscan-SE ID: chr4.trna9027) Leu (CAG) 83 bp Sc: 67.7 chr4:51718176-51718258 (-)
>Danio_rerio_tRNA-Leu-CAG-87-1 (tRNAscan-SE ID: chr4.trna2102) Leu (CAG) 83 bp Sc: 68.9 chr4:44559314-44559396 (+)
>Danio_rerio_tRNA-Leu-CAG-88-1 (tRNAscan-SE ID: chr4.trna1623) Leu (CAG) 83 bp Sc: 68.2 chr4:40931496-40931578 (+)
>Danio_rerio_tRNA-Leu-CAG-89-1 (tRNAscan-SE ID: chr4.trna7900) Leu (CAG) 83 bp Sc: 62.5 chr4:58997121-58997203 (-)
>Danio_rerio_tRNA-Leu-CAG-9-1 (tRNAscan-SE ID: chr4.trna11129) Leu (CAG) 83 bp Sc: 76.5 chr4:37722874-37722956 (-)
>Danio_rerio_tRNA-Leu-CAG-90-1 (tRNAscan-SE ID: chr4.trna8974) Leu (CAG) 83 bp Sc: 64.2 chr4:52318467-52318549 (-)
>Danio_rerio_tRNA-Leu-CAG-91-1 (tRNAscan-SE ID: chr4.trna8040) Leu (CAG) 83 bp Sc: 65.6 chr4:58049558-58049640 (-)
>Danio_rerio_tRNA-Leu-CAG-92-1 (tRNAscan-SE ID: chr4.trna9114) Leu (CAG) 83 bp Sc: 67.4 chr4:50985284-50985366 (-)
>Danio_rerio_tRNA-Leu-CAG-93-1 (tRNAscan-SE ID: chr4.trna2059) Leu (CAG) 83 bp Sc: 67.1 chr4:43891990-43892072 (+)
>Danio_rerio_tRNA-Leu-CAG-93-2 (tRNAscan-SE ID: chr4.trna2062) Leu (CAG) 83 bp Sc: 67.1 chr4:43895135-43895217 (+)
>Danio_rerio_tRNA-Leu-CAG-94-1 (tRNAscan-SE ID: chr4.trna892) Leu (CAG) 82 bp Sc: 61.6 chr4:36751063-36751144 (+)
>Danio_rerio_tRNA-Leu-CAG-95-1 (tRNAscan-SE ID: chr4.trna4000) Leu (CAG) 83 bp Sc: 61.9 chr4:57732396-57732478 (+)
>Danio_rerio_tRNA-Leu-CAG-96-1 (tRNAscan-SE ID: chr4.trna2100) Leu (CAG) 83 bp Sc: 61.2 chr4:44552112-44552194 (+)
>Danio_rerio_tRNA-Leu-CAG-97-1 (tRNAscan-SE ID: chr4.trna2158) Leu (CAG) 83 bp Sc: 57.6 chr4:44929929-44930011 (+)
>Danio_rerio_tRNA-Leu-CAG-98-1 (tRNAscan-SE ID: chr4.trna10262) Leu (CAG) 83 bp Sc: 63.6 chr4:43021423-43021505 (-)
>Danio_rerio_tRNA-Leu-CAG-99-1 (tRNAscan-SE ID: chr4.trna8971) Leu (CAG) 82 bp Sc: 62.1 chr4:52322137-52322218 (-)
>Danio_rerio_tRNA-Leu-TAA-1-1 (tRNAscan-SE ID: chr23.trna43) Leu (TAA) 83 bp Sc: 88.7 chr23:1134607-1134689 (-)
>Danio_rerio_tRNA-Leu-TAA-10-1 (tRNAscan-SE ID: chr17.trna10) Leu (TAA) 83 bp Sc: 77.1 chr17:7724713-7724795 (+)
>Danio_rerio_tRNA-Leu-TAA-10-2 (tRNAscan-SE ID: chr17.trna255) Leu (TAA) 83 bp Sc: 77.1 chr17:11667448-11667530 (-)
>Danio_rerio_tRNA-Leu-TAA-11-1 (tRNAscan-SE ID: chr17.trna16) Leu (TAA) 83 bp Sc: 76.6 chr17:10907856-10907938 (+)
>Danio_rerio_tRNA-Leu-TAA-12-1 (tRNAscan-SE ID: chr17.trna8) Leu (TAA) 83 bp Sc: 79.1 chr17:7723741-7723823 (+)
>Danio_rerio_tRNA-Leu-TAA-13-1 (tRNAscan-SE ID: chr17.trna28) Leu (TAA) 83 bp Sc: 77.8 chr17:10931019-10931101 (+)
>Danio_rerio_tRNA-Leu-TAA-14-1 (tRNAscan-SE ID: chr17.trna19) Leu (TAA) 83 bp Sc: 80.5 chr17:10913346-10913428 (+)
>Danio_rerio_tRNA-Leu-TAA-15-1 (tRNAscan-SE ID: chr2.trna122) Leu (TAA) 83 bp Sc: 78.9 chr2:50988301-50988383 (+)
>Danio_rerio_tRNA-Leu-TAA-16-1 (tRNAscan-SE ID: chr17.trna5) Leu (TAA) 83 bp Sc: 76.8 chr17:7716517-7716599 (+)
>Danio_rerio_tRNA-Leu-TAA-17-1 (tRNAscan-SE ID: chr17.trna256) Leu (TAA) 83 bp Sc: 76.0 chr17:11665308-11665390 (-)
>Danio_rerio_tRNA-Leu-TAA-18-1 (tRNAscan-SE ID: chr17.trna259) Leu (TAA) 83 bp Sc: 77.1 chr17:11656889-11656971 (-)
>Danio_rerio_tRNA-Leu-TAA-19-1 (tRNAscan-SE ID: chr20.trna371) Leu (TAA) 83 bp Sc: 72.8 chr20:45577219-45577301 (+)
>Danio_rerio_tRNA-Leu-TAA-2-1 (tRNAscan-SE ID: chr17.trna22) Leu (TAA) 83 bp Sc: 83.1 chr17:10918455-10918537 (+)
>Danio_rerio_tRNA-Leu-TAA-20-1 (tRNAscan-SE ID: chr20.trna364) Leu (TAA) 83 bp Sc: 70.7 chr20:45561737-45561819 (+)
>Danio_rerio_tRNA-Leu-TAA-21-1 (tRNAscan-SE ID: chr4.trna1633) Leu (TAA) 82 bp Sc: 64.0 chr4:41026796-41026877 (+)
>Danio_rerio_tRNA-Leu-TAA-22-1 (tRNAscan-SE ID: chr17.trna18) Leu (TAA) 83 bp Sc: 73.4 chr17:10911110-10911192 (+)
>Danio_rerio_tRNA-Leu-TAA-23-1 (tRNAscan-SE ID: chr20.trna369) Leu (TAA) 83 bp Sc: 73.1 chr20:45565086-45565168 (+)
>Danio_rerio_tRNA-Leu-TAA-24-1 (tRNAscan-SE ID: chr17.trna26) Leu (TAA) 83 bp Sc: 75.2 chr17:10929401-10929483 (+)
>Danio_rerio_tRNA-Leu-TAA-3-1 (tRNAscan-SE ID: chr17.trna23) Leu (TAA) 83 bp Sc: 80.6 chr17:10919586-10919668 (+)
